UI_20150317_000064	{@st59}Cerrar{/}
UI_20150317_000065	{@st43}Máquina expendedora de Buffs
UI_20150317_000066	Nombre de la máquina expendedora
UI_20150317_000067	{@st43}Registrar
UI_20150317_000068	{@st43}Cancelar
UI_20150317_000069	Máquina expendedora de Buffs
UI_20150317_000070	{@st59}Cerrar
UI_20150317_000071	{@st59}Máquina expendedora de Buffs{nl} - Puedes pagar plata para recibir buffs de otro jugador.
UI_20150317_000072	Menú del carruaje
UI_20150317_000073	{ol}{s22}Desmontar{/}
UI_20150317_000074	Casteando
UI_20150317_000075	{@st43}Opciones de juego{/}
UI_20150317_000076	{@st64}¡Usa las flechas para seleccionar una celda!
UI_20150317_000077	{@st43}Información de ascenso {/}
UI_20150317_000078	{@st43}Selecciona una clase
UI_20150317_000079	Psychokinesist
UI_20150317_000080	{@st42}%s Círculo {/}
UI_20150317_000081	Cuántos círculos
UI_20150317_000082	Muestra una breve descripción de la clase.
UI_20150317_000083	{@st41b}Ataque {@sti7}%s{/}
UI_20150317_000084	{@st41b}Apoyo {@sti7}%s{/}
UI_20150317_000085	{@st41b}Dificultad{@sti7}%s{/}
UI_20150317_000086	{@st59}Cerrar{/}
UI_20150317_000087	Alarma de ascenso
UI_20150317_000088	{@st43} Ascenso
UI_20150317_000089	{@sti7}{s14} Personaje {/}
UI_20150317_000090	{@sti8}{s14} Clase {/}
UI_20150317_000091	{@st44}Chat{/}
UI_20150317_000092	Para. WWWWWWWW y 1 otro
UI_20150317_000093	General: /s chat {nl} Grito: /y texto {nl} Grupo: /p texto{nl} Susurro: /w nombre del personaje texto
UI_20150317_000094	{@st41}Todos los chats{/}
UI_20150317_000095	{@59}Salir{/}
UI_20150317_000096	{@59}Invitar{/}
UI_20150317_000097	{@st59}Todo{/}
UI_20150317_000098	{@st59}Normal (/s texto){/}
UI_20150317_000099	{@st59}Grito (/y texto){/}
UI_20150317_000100	{@st59}Grupo (/p texto){/}
UI_20150317_000101	{@st59}Susurro (/w Nombre de equipo texto){/}
UI_20150317_000102	{@st59}Ajustar ventana de chat{/}
UI_20150317_000103	{@st43}{s22}Macro de chat{/}
UI_20150317_000104	{@st43}Macro{/}
UI_20150317_000105	{@st59b}Macro {nl} {@st59s} - Cómo usar: {nl} 1. Arrastra el icono de una emoción a un espacio más abajo. {nl} 2. Escribe tu frase y guarda. {nl} 3. Usa tu macro para escribir la frase y usar la emoción simultáneamente. {/}
UI_20150317_000106	{@st59}Cerrar{/}
UI_20150317_000107	{@st41b}Guardar{/}
UI_20150317_000108	{@st59}Guardar{/}
UI_20150317_000109	{@st41b}Cancelar{/}
UI_20150317_000110	{@st59}Cancelar{/}
UI_20150317_000111	{@st42}Opciones del chat
UI_20150317_000112	{@st42}Transparencia
UI_20150317_000113	Mostrar globo del chat
UI_20150317_000114	Mostrar gritos arriba
UI_20150317_000115	{@st43}Lista de trucos{/}
UI_20150317_000116	{@st42b}Objeto{/}
UI_20150317_000117	{@st42b}Monstruo{/}
UI_20150317_000118	{@st42b}Move map{/}
UI_20150317_000119	{@st42b}Orden de combate{/}
UI_20150317_000120	{@st41b}Cerrar{/}
UI_20150317_000121	{s16}{b}Crear objetos haciendo click en el botón Crear o Doble click.
UI_20150317_000122	{s16}{b}u
UI_20150317_000123	{s16}{b}Nv.
UI_20150317_000124	{@st41b}Buscar{/}
UI_20150317_000125	{s16}{b}Invocar monstruos haciendo click en el botón Crear o Doble click.
UI_20150317_000126	{s16}{b}u
UI_20150317_000127	{s16}{b}Selecciona el área deseada.
UI_20150317_000128	{s18}{b}Ver minimapa{/}
UI_20150317_000129	{@st41b}Lista de herramientas{/}
UI_20150317_000130	{@st59b}Colección {nl}{@st59s}- Consigue el pack de Colección para añadir objetos coleccionables a tu colección. {nl} - La tecla de Colección se activará cuando uses un pack de objetos de colección. {nl} {/}
UI_20150317_000131	{@st59}Cerrar{/}
UI_20150317_000132	{@st43}Colección{/}
UI_20150317_000133	{@st43}Color spray{/}
UI_20150317_000134	{@st49}Color spray{/}
UI_20150317_000135	{@st49}Color{/}
UI_20150317_000136	{@st49}Restante{/}
UI_20150317_000137	{@st49}Pincel{/}
UI_20150317_000138	{@st49}{a END_EDIT_SPRAY}Dibujar{/}{/}
UI_20150317_000139	{@st49}{a SAVE_EDIT_SPRAY}Guardar{/}{/}
UI_20150317_000140	{@st49}{a LOAD_EDIT_SPRAY}Importar{/}{/}
UI_20150317_000141	{@st49}Cerrar{/}
UI_20150317_000142	{@st43}Adopción de compañero
UI_20150317_000143	{@st59}Introduce el nombre de tu nuevo compañero adoptado {/}
UI_20150317_000144	{@st41b}Nombre{/}
UI_20150317_000145	{@st41b}Precio %s{/}
UI_20150317_000146	{@st59}Cerrar{/}
UI_20150317_000147	{@st41b}Adoptar
UI_20150317_000148	{@st59}Confirmar{/}
UI_20150317_000149	{@st43}Tienda de compañeros
UI_20150317_000150	{@st59}Cerrar{/}
UI_20150317_000151	{@st43}Información de otro personaje{/}{@st42}
UI_20150317_000152	{@st59}Cerrar{/}
UI_20150317_000153	{@st41b}Información
UI_20150317_000154	{@st41b}Record
UI_20150317_000155	Nombre de equipo
UI_20150317_000156	Nombre de personaje
UI_20150317_000157	Círculo {#ffff00}%s{/} %s Nv. {#ffff00}%s{/}
UI_20150317_000158	Guerrero
UI_20150317_000159	Índice de aventura {#ffff00}%s{/} (Rank{#ffff00}%s{/}/%s)
UI_20150317_000160	Índice de aventura {#ffff00}%s{/} ({#ffff00}Sin clasificar{/})
UI_20150317_000161	Logros totales : {#ffff00}%s{/}
UI_20150317_000162	Opciones
UI_20150317_000163	Borrar título de la ventana para borrar la ventana.
UI_20150317_000164	{@st49}Todo{/}
UI_20150317_000165	{@st49}Sistema{/}
UI_20150317_000166	{@st49}Hablar{/}
UI_20150317_000167	{@st49}Combate{/}
UI_20150317_000168	{@st49}Objeto{/}
UI_20150317_000169	{@st43}Créditos{/}
UI_20150317_000170	{@st43}Opciones de fijar objetivo {/}
UI_20150317_000171	Nombre PNJ
UI_20150317_000172	Comparar
UI_20150317_000173	Ilustración
UI_20150317_000174	Seleccionar una conversación
UI_20150317_000175	Texto de ayuda
UI_20150317_000176	{@st41}Creación de objetos{/}
UI_20150317_000177	{@st45tw2}Crear objeto...
UI_20150317_000178	%r segundos
UI_20150317_000179	{@st41}Cancelar{/}
UI_20150317_000180	{@st45tw2}Cantidad{/}
UI_20150317_000181	{@st45tw2}¿Quiéres crear este objeto?
UI_20150317_000182	{@st41}Confirmar{/}
UI_20150317_000183	Información de misión
UI_20150317_000184	{@st59}Cancelar comercio{/}
UI_20150317_000185	{@st43}Comercio personal{/}
UI_20150317_000186	Mi lista de comercio
UI_20150317_000187	Plata : %s
UI_20150317_000188	Entrar
UI_20150317_000189	{@st41}Aceptar
UI_20150317_000190	{@st41}Confirmar
UI_20150317_000191	Otros jugadores (%s) Lista de comercio
UI_20150317_000192	Nombres de otros jugadores
UI_20150317_000193	{s18}{ol} {gr gradation1}Evento de región{/}
UI_20150317_000194	{s20}{ol}¡Derrota a la tribu Vubbe! ¿Quiéres unirte?
UI_20150317_000195	{s20}{ol}%s ¿Te gustaría unirte?
UI_20150317_000196	{s20}{ol}Participantes : (1/5)
UI_20150317_000197	{s20}{ol}Participantes : (%s/%s)
UI_20150317_000198	{s20}{ol}El juego comenzará pasado 1 segundo.
UI_20150317_000199	{s20}{ol}El juego comenzará pasados %s segundos.
UI_20150317_000200	No mostrar esto más para hoy.
UI_20150317_000201	No mostrar los eventos de región.
UI_20150317_000202	Unirse a la partida
UI_20150317_000203	Comenzar partida con otros jugadores.
UI_20150317_000204	Rechazar invitaciones.
UI_20150317_000205	Spray presets
UI_20150317_000206	{@st49}Seleccionar{/}
UI_20150317_000207	{@st49}Cancelar{/}
UI_20150317_000208	{@st49}Borrar{/}
UI_20150317_000209	Introduce nombre de archivo para guardar.
UI_20150317_000210	{@st43}Amigos
UI_20150317_000211	{@st59}Cerrar{/}
UI_20150317_000212	{@st59b}Amigos{nl}{@st59s} - Hazte amigo de otros jugadores en el juego. {nl} - Puedes comprobar sus estados en la ventana de amigos. {nl} - En la Ventana de administración, puedes invitar, rechazar o bloquear Amigos. {/}
UI_20150317_000213	{@st41b}En línea{/}
UI_20150317_000214	{@st41b}Lista
UI_20150317_000215	{@st41b}Administrar
UI_20150317_000216	{@st41b}Añadir amigo
UI_20150317_000217	{@st41b}Bloquear
UI_20150317_000218	{@st59}Buscar{/}
UI_20150317_000219	{@st44}Clan{/}
UI_20150317_000220	Clan
UI_20150317_000221	Lista
UI_20150317_000222	Noticias
UI_20150317_000223	Misión de clan
UI_20150317_000224	Miembros en línea
UI_20150317_000225	{@st44}Crear clan{/}
UI_20150317_000226	{@st42}Crear{/}
UI_20150317_000227	{@st42}Cerrar{/}
UI_20150317_000228	{@st42}Todo{/}
UI_20150317_000229	{@st42}Ranking de hoy{/}
UI_20150317_000230	{@st42}Ranking semanal{/}
UI_20150317_000231	{@st56}Rank {/}
UI_20150317_000232	{@st56}Puntos{/}
UI_20150317_000233	{@st56}Clase{/}
UI_20150317_000234	{@st56}Nombre {/}
UI_20150317_000235	Página anterior
UI_20150317_000236	Siguiente página
UI_20150317_000237	{@st42}Buscar ID{/}
UI_20150317_000238	Introduce una ID para buscar
UI_20150317_000239	Cerrar el salón de la fama
UI_20150317_000240	Introduce una ID para buscar
UI_20150317_000241	{@st59} Estamina {/}
UI_20150317_000242	{@st43}Lista de ayuda{/}
UI_20150317_000243	{@st59}Cerrar{/}
UI_20150317_000244	{@st59b}Lista de ayuda{nl}{@st59s} - Si necesitas ayuda con algo, Siempre puedes leer los temas de ayuda. {nl} - Selecciona un tema para mas información. {/}
UI_20150317_000245	{@st43}{s22}Ayuda{/}
UI_20150317_000246	{@st47_b}{b}Temas de ayuda{/}
UI_20150317_000247	{@st42b}Contenido simple de ayuda{/}
UI_20150317_000248	{@st59}Ver detalles{/}
UI_20150317_000249	Por favor introduce una cantidad
UI_20150317_000250	{@st59}Introduce el contenido{/}
UI_20150317_000251	{@st41b}Confirmar
UI_20150317_000252	{@st59}Confirmar {/}
UI_20150317_000253	{@st41b}Cerrar
UI_20150317_000254	{@st59}Cancelar {/}
UI_20150317_000255	{@st43}Teletransporte{/}
UI_20150317_000256	{@st59}Cerrar{/}
UI_20150317_000257	{@st59b}Teletransporte{nl}{@st59s} - Te permite viajar rápidamente a regiones que ya has visitado. {nl} - Esta opción se activa cuando se han activado dos o mas teletransportes. {nl} {/}
UI_20150317_000258	{@st41}Localización actual : %s{/}
UI_20150317_000259	{@st43}{s22}Teletransporte{/}
UI_20150317_000260	{@st41b}¿Quiéres moverte a esa zona?{/}
UI_20150317_000261	Qué pasa con Siauliai
UI_20150317_000262	Monedas gastadas : 0
UI_20150317_000263	Introducción
UI_20150317_000264	{@st43}Inventario{/}
UI_20150317_000265	{@st59}Cerrar{/}
UI_20150317_000266	{@st59b}Equipamiento {nl} {@st59s}- Cabello/Traje: Equipamiento para cambiar la apariencia del personaje. {nl} - Arma: Se puede equipar armas de una mano o de dos manos {nl} (arma secundaria/escudo pueden ser equipada con armas de una mano) {nl} - Armadura: Pecho, Pantalón, Guantes, botas. {nl} - Accesorios: Se pueden equipar 1 Collar y 2 Pulseras. {nl} {/}
UI_20150317_000267	{@st59}Acc de cabello 1{/}
UI_20150317_000268	{@st59}Acc de cabello 2{/}
UI_20150317_000269	{@st59}Collar{/}
UI_20150317_000270	{@st59}Traje{/}
UI_20150317_000271	{@st59}Pecho{/}
UI_20150317_000272	{@st59}Guantes{/}
UI_20150317_000273	{@st59}Pantalones{/}
UI_20150317_000274	{@st59}botas{/}
UI_20150317_000275	{@st59}Mano izquierda{/}
UI_20150317_000276	{@st59}Mano derecha{/}
UI_20150317_000277	{@st59}Pulsera 1{/}
UI_20150317_000278	{@st59}Pulsera 2{/}
UI_20150317_000279	{@st59}Brazalete{/}
UI_20150317_000280	{@st59}Buscar{/}
UI_20150317_000281	Peso
UI_20150317_000282	{@st43}Encantamiento de equipo{/}
UI_20150317_000283	{@st59}Cerrar{/}
UI_20150317_000284	{@st42}Disponible para encantar
UI_20150317_000285	{@st42}Consumir{/}
UI_20150317_000286	{@st42}Correr
UI_20150317_000287	{@st42}Objeto objetivo{/}
UI_20150317_000288	{@st59}Anillo 1{/}
UI_20150317_000289	{@st43}Crafteando objeto{/}
UI_20150317_000290	{@st42b}Mostrar objetos creables{/}
UI_20150317_000291	{@st59}Cerrar{/}
UI_20150317_000292	{@st43}{s22}Separar objetos
UI_20150317_000293	{@st59}Introduce una cantidad{/}
UI_20150317_000294	PS del monstruo
UI_20150317_000295	{@st44}Adquirido objeto de set{/}
UI_20150317_000296	Guerrero del teclado
UI_20150317_000297	Muertes
UI_20150317_000298	99 minutos 99 segundos
UI_20150317_000299	38000 puntos
UI_20150317_000300	Poción de mejora de velocidad
UI_20150317_000301	{@st41}Confirmar{/}
UI_20150317_000302	{@st59b} Diario de Aventuras {nl}{@st59s}- Tu progreso en el juego se guarda en el Diario de Aventuras. {nl} - Puedes progresar en tu diario de aventuras completando contenido como: obtener objetos, cazando monstruos, crafteando y explorando mapas.{nl}    Índice de Aventuras : El total de todo el Índice. {nl}    Aumento : 5 puntos por nivel de personaje y nivel de clase {nl}    Objetos : Equipamiento : grado X 10 puntos, Libros : 10 puntos, Otros : 1 punto {nl}    Monstruos : 10 puntos por monstruos (50 puntos por Monstruo Jefe) {nl}    Mapas : 1 punto por 10% explorado {nl}    Misiones : 1 puntos por misión {nl}    Logros : Varios por logro {nl}    Creación : 10 puntos {nl}    Colección : 5 puntos por un pack y 45 puntos cuando lo completes {nl} - Puedes recibir recompensas especiales de un PNJ de las ciudades dependiendo de tu Índice de Aventura. {/}
UI_20150317_000303	{@sti7}{s22}{ds}Logros{/}
UI_20150317_000304	{@st42b}{#22FF22} Top 10% / %s Pts{/}
UI_20150317_000305	{@st42b} Media / %s Pts {/}
UI_20150317_000306	1st / %s Puntos
UI_20150317_000307	Rank %s
UI_20150317_000308	%s Puntos
UI_20150317_000309	Profesión
UI_20150317_000310	Equipo
UI_20150317_000311	{@st59}Cerrar{/}
UI_20150317_000312	{@st43}Ranking del diario de aventuras{/}
UI_20150317_000313	{@st43}{s22}Rank   
UI_20150317_000314	{@st43}{s22}Nombre
UI_20150317_000315	{@st43}{s22}Puntuación
UI_20150317_000316	{@st41}Detalles{/}
UI_20150317_000317	{@st43}Empezar creación{/}
UI_20150317_000318	{@st59}Empezar creación de objeto.{/}
UI_20150317_000319	{@st44}Teclado{/}
UI_20150317_000320	{@st42}Tiempo límite
UI_20150317_000321	{@st56}Matar{/}
UI_20150317_000322	{@st56}Exterminio{/}
UI_20150317_000323	{@st56}Disparo{/}
UI_20150317_000324	{@st56}Muerte{/}
UI_20150317_000325	Poder de hechizos
UI_20150317_000326	Defensa
UI_20150317_000327	Resistencia mágica
UI_20150317_000328	Probabilidad de ataque crítico
UI_20150317_000329	{@st43}Ranura{/}
UI_20150317_000330	{@st59}Cerrar{/}
UI_20150317_000331	Por favor inserta tus objetos
UI_20150317_000332	Potencial
UI_20150317_000333	Coste de ranura adicional : {#ff9933}%s{/}{nl}Coste de extracción de gema : {#ff9933}%s{/}
UI_20150317_000334	{@st41b}Añadir ranura
UI_20150317_000335	{@st41b}Extraer gema
UI_20150317_000336	{@st41}Crear{/}
UI_20150317_000337	{@st41}%s %s u
UI_20150317_000338	Mapa del área
UI_20150317_000339	Área del mapa explorada : 95.5%
UI_20150317_000340	{@st45tw}Área del mapa explorada %s% {/}
UI_20150317_000341	{@st59}Cerrar{/}
UI_20150317_000342	{@st41}Mapa{/}
UI_20150317_000343	Shift(clear), Ctrl(mid fill)
UI_20150317_000344	{ol}Título
UI_20150317_000345	{@st41}Añadir{/}
UI_20150317_000346	{@st41}Borrar{/}
UI_20150317_000347	{@st41}Guardar{/}
UI_20150317_000348	{@st41}Automático{/}
UI_20150317_000349	{@st41}Resetear{/}
UI_20150317_000350	{@st59}Seleccionar cantidad.{/}
UI_20150317_000351	{ol}Grupo
UI_20150317_000352	{ol}Mensaje
UI_20150317_000353	{ol}Sonido
UI_20150317_000354	{@st41}Crear minimapa{/}
UI_20150317_000355	{@st55} Mapa del área
UI_20150317_000356	{@st43}{s22}Mercado{/}
UI_20150317_000357	{@st43}{s24}Mercado{/}
UI_20150317_000358	{@st42b}Filtro{/}
UI_20150317_000359	{@st42b}Tipo{/}
UI_20150317_000360	{@st42b}Nv Req.{/}
UI_20150317_000361	{@st42b}Nv de encantamiento {/}
UI_20150317_000362	{@st42b}Nombre
UI_20150317_000363	{@st41b}Retirar %s
UI_20150317_000364	{@st41b}Vender
UI_20150317_000365	{@st41b}Buscar
UI_20150317_000366	{@st59}Cerrar{/}
UI_20150317_000367	{@st42b}Ordenar
UI_20150317_000368	{@st41b}Comprar
UI_20150317_000369	{@st43}{s22}Retirar
UI_20150317_000370	{@st41b}Retirar todo
UI_20150317_000371	{@st41b}Retirar
UI_20150317_000372	{@st43}{s22}Vender
UI_20150317_000373	{@st42b}Cantidad
UI_20150317_000374	{@st42b}Precio
UI_20150317_000375	{@st42b}Ocultar nombre de los vendedores{/}
UI_20150317_000376	{@st41b}Registrar
UI_20150317_000377	Moneda de asedio
UI_20150317_000378	Alguien ha sido asesinado por alguien
UI_20150317_000379	{@st43}Minijuegos{/}
UI_20150317_000380	{@st49}Catapulta de fuego{/}
UI_20150317_000381	{@st44}Direcciones de control{/}
UI_20150317_000382	{@st44}Fuego{/}
UI_20150317_000383	Minijuego
UI_20150317_000384	{s18}{ol}{gr gradation1}Minijuego del escondite{/}
UI_20150317_000385	{s16}¿Quiéres entrar al minijuego?
UI_20150317_000386	{s16}Participantes : (0/5)
UI_20150317_000387	{s16}Participantes : (%s /%s)
UI_20150317_000388	{s16}El juego comenzará pasado 1 segundo.
UI_20150317_000389	{s16}El juego comenzará pasado %s segundos.
UI_20150317_000390	{@st59}Acercar zoom{/}
UI_20150317_000391	{@st59}Alejar zoom{/}
UI_20150317_000392	{@st59}Mapa (M){/}
UI_20150317_000393	{@st42b} Mapa del área
UI_20150317_000394	{@st44}Sintetización de objetos{/}
UI_20150317_000395	{s16}{#FFcc66}{ol}Por favor selecciona el objeto que quieres crear{/}{/}
UI_20150317_000396	{s16}{#FFcc66}{ol}Arrastra los ingredientes a los espacios
UI_20150317_000397	{@st42}Crear{/}
UI_20150317_000398	{@st42} Cancelar {/}
UI_20150317_000399	Informaciòn de %s
UI_20150317_000400	Kepa o ...
UI_20150317_000401	{@st41}{Details}
UI_20150317_000402	{s20}{#050505}Monstruo Descripción Monstruo Descripción Monstruo Descripción Monstruo Descripción
UI_20150317_000403	{@st41} Muerte {/}
UI_20150317_000404	{@st41} Exterminio {/}
UI_20150317_000405	{@st41} Muerte Normal {/}
UI_20150317_000406	{@st41} Área {/}
UI_20150317_000407	{@st41} Objeto {/}
UI_20150317_000408	{@st41} Logro {/}
UI_20150317_000409	Objeto
UI_20150317_000410	{@st43}Necronomicon{/}
UI_20150317_000411	{@st59}Cerrar{/}
UI_20150317_000412	{@st59}Soy demasiado vago para pensar.{/}
UI_20150317_000413	Criatura invocada : {#ffcc33}%s{/}
UI_20150317_000414	Arpía no-muerta
UI_20150317_000415	Habilidad : %s
UI_20150317_000416	Habilidad 1, Habilidad 2
UI_20150317_000417	Fragmentos requeridos : %s
UI_20150317_000418	Bestia 60 / Insecto 20/ Mutante 10
UI_20150317_000419	Número de fragmentos
UI_20150317_000420	Partes 1
UI_20150317_000421	Partes 2
UI_20150317_000422	Partes 3
UI_20150317_000423	¡Felicidades! Has subido de nivel.
UI_20150317_000424	Alarma de objeto
UI_20150317_000425	{@st64}Detalles{/}
UI_20150317_000426	Como jugar
UI_20150317_000427	{@st42b}         Mueve una vez con cada una de las {nl}          teclas{/}
UI_20150317_000428	{@st42b}     Haz un ataque básico{/}
UI_20150317_000429	{@st42b}                   Salta    {/}
UI_20150317_000430	{@st42b}  Pulsa dos teclas de dirección para moverte en diagonal.{/}
UI_20150317_000431	Herramienta de niebla en mapa
UI_20150317_000432	Herramienta para matar monstruos
UI_20150317_000433	Herramienta para hacer minimapas
UI_20150317_000434	Herramienta de diálogo
UI_20150317_000435	{@st43}Opciones de GM{/}
UI_20150317_000436	{@st59}Cerrar{/}
UI_20150317_000437	{@st59b}Información de grupo{nl}{@st59s} - Click en el botón de crear grupo para crear un grupo. {nl} - Click derecho en otros jugadores para invitarlos a tu grupo. {nl} - Se pueden hacer cambios al grupo en la pestaña opciones. {nl} - Configura las condiciones de búsqueda del grupo para los jugadores que buscan grupo desde la lista Pública de grupos.{/}
UI_20150317_000438	{@st43}Información de grupo{/}
UI_20150317_000439	{@st41b}Miembros{/}
UI_20150317_000440	{@st41b}Evento de grupo {/}
UI_20150317_000441	{@st41b}Opciones{/}
UI_20150317_000442	{@st41}Miembros{/}
UI_20150317_000443	{@st41}Requisitos para unirte a este grupo
UI_20150317_000444	{@st41b}Publico
UI_20150317_000445	{@st41b}Privado
UI_20150317_000446	Nivel deseado                                ~
UI_20150317_000447	{@st41}Distribución del botín
UI_20150317_000448	{@st41b}Libre para todos
UI_20150317_000449	{@st41b}Por rondas
UI_20150317_000450	{@st41b}Aleatorio
UI_20150317_000451	{@st41}Distribución de EXP
UI_20150317_000452	{@st41b}EXP individual
UI_20150317_000453	{@st41b}EXP equitativa 
UI_20150317_000454	{@st41b}Por nivel
UI_20150317_000455	{@st41}Compartir misión
UI_20150317_000456	{@st41b}Activado
UI_20150317_000457	{@st41b}Desactivado
UI_20150317_000458	{@st41b}Crear grupo
UI_20150317_000459	{@st43}Lista Pública de Grupos {/}
UI_20150317_000460	{@st59b}Lista Pública de Grupos{nl}{@st59s} - Busca un grupo que esté buscando miembros en tu servidor  {nl} - Usa la opción de búsqueda para encontrar el grupo que quieres{/}
UI_20150317_000461	{@st59}Cerrar lista de grupos{/}
UI_20150317_000462	Usar búsqueda
UI_20150317_000463	Compartir misión
UI_20150317_000464	Distribución de EXP
UI_20150317_000465	Distribución del botín
UI_20150317_000466	{@st43}Invitar
UI_20150317_000467	{@st41b}Invitar{/}
UI_20150317_000468	{s18}{ol}{gr gradation1}Desconectar reglas PC{/}
UI_20150317_000469	{ol}Condición para aplicar reglas
UI_20150317_000470	{ol}Acción para aplicar reglas
UI_20150317_000471	Introduce un nombre para la regla
UI_20150317_000472	{Gr gradation1}Registro{/}
UI_20150317_000473	Registrar reglas
UI_20150317_000474	{Gr gradation1}Cancelar{/}
UI_20150317_000475	Cancelar acción
UI_20150317_000476	{@st43}Información del compañero
UI_20150317_000477	{@st59b}Información del compañero{nl}{@st59s} - Puedes activar a tu compañero o ponerlo a descansar con el boton que hay abajo. {nl} - Los atributos y el equipo de tu compañero pueden ser customizados. {/}
UI_20150317_000478	{@st59}Cerrar{/}
UI_20150317_000479	{@st41b}Nombre : {@sti9}%s{/}
UI_20150317_000480	{@sti9}%s{@st41b}Intimidad : {@sti9}%s {@st41b}Nivel{/}
UI_20150317_000481	{@st41b}EXP{/}
UI_20150317_000482	{@st41b}Estamina{/}
UI_20150317_000483	{@st41b}Afinidad{/}
UI_20150317_000484	{@st41b}Atributos y información
UI_20150317_000485	{@st43}Compañero{/}
UI_20150317_000486	{@st59b}Compañero{nl}{@st59s} - Haz click en un objeto de la lista para ver ams información. {/}
UI_20150317_000487	{@st59}Cerrar{/}
UI_20150317_000488	{@st59}Cerrar{/}
UI_20150317_000489	{@st59}Ayuda{nl} - Ver información y consejos detallados. {nl} - Ver otros temas de la lista de ayuda{/}
UI_20150317_000490	{@st43}Ayuda{/}
UI_20150317_000491	Temas de ayuda
UI_20150317_000492	{ol}{#AAAA00}{s16}Tiempo transcurrido : %s
UI_20150317_000493	{@st43}Bote de veneno{/}
UI_20150317_000494	{@st59}Cerrar{/}
UI_20150317_000495	{@st59}Necesito escribir{/}
UI_20150317_000496	Cantidad de veneno: %s
UI_20150317_000497	Estos objetos pueden ser usados para crear veneno
UI_20150317_000498	Seleccionar todos
UI_20150317_000499	Haz Click otra vez para deseleccionar todos
UI_20150317_000500	Creación
UI_20150317_000501	mezclar mezclar la mezcla y mezclar
UI_20150317_000502	{@st43}Categoría{/}
UI_20150317_000503	{@st43}Yo{/}
UI_20150317_000504	{@st43}Objetivo{/}
UI_20150317_000505	{@st43}Nivel{/}
UI_20150317_000506	{@st43}Fondos{/}
UI_20150317_000507	{@st43}Rate{/}
UI_20150317_000508	{@st43}Proporción JcJ Ganadas/Perdidas{/}
UI_20150317_000509	{@st59}Cerrar{/}
